age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
22,female,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,18874,True,False,True
36,non-binary,8,Instagram,Lifestlye,Australia,Rural,Software Engineer,13454,False,True,True
21,female,7,Facebook,Sports,Australia,Rural,Marketer Manager,17329,False,False,False
52,non-binary,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11790,True,False,True
34,male,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,19669,True,True,False
61,female,6,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,10885,False,False,True
45,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,17734,True,True,True
47,male,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,13906,False,False,True
46,female,4,YouTube,Sports,Australia,Rural,Software Engineer,14492,True,False,True
63,male,1,YouTube,Sports,United States,Rural,Marketer Manager,19730,False,False,True
23,female,7,Facebook,Travel,United States,Urban,Student,12073,False,False,False
52,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,10312,True,True,True
58,male,2,Instagram,Sports,United States,Rural,Student,16269,False,True,True
54,non-binary,9,YouTube,Lifestlye,United States,Urban,Marketer Manager,15317,True,False,False
41,male,5,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,10810,True,True,False
46,female,2,Instagram,Sports,United States,Urban,Marketer Manager,16841,True,False,False
63,female,9,Instagram,Lifestlye,Australia,Urban,Software Engineer,12032,True,False,True
48,non-binary,9,Facebook,Lifestlye,United States,Sub_Urban,Student,19699,False,False,True
52,female,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,17129,True,False,False
50,female,3,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,12705,True,False,False
38,female,4,YouTube,Sports,United States,Rural,Marketer Manager,18788,True,False,False
49,male,7,YouTube,Sports,United States,Rural,Student,12147,True,True,False
40,male,4,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,10615,False,True,True
50,female,2,Instagram,Sports,United Kingdom,Urban,Software Engineer,10947,True,False,True
20,non-binary,7,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,15677,False,True,True
35,male,6,Instagram,Travel,Australia,Rural,Student,14651,False,False,True
42,non-binary,3,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,17866,False,True,True
59,female,6,Instagram,Sports,Australia,Sub_Urban,Student,12013,True,True,False
48,female,6,YouTube,Travel,Australia,Rural,Student,13697,True,True,True
20,male,5,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,10490,True,False,False
57,female,4,YouTube,Travel,United States,Sub_Urban,Software Engineer,14350,True,True,False
63,male,1,YouTube,Travel,Australia,Rural,Marketer Manager,12428,False,False,False
41,female,6,Instagram,Sports,Australia,Rural,Software Engineer,14987,False,False,True
49,female,2,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,18733,True,False,False
64,male,3,YouTube,Travel,United States,Urban,Marketer Manager,19479,True,True,True
39,male,8,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,19825,True,True,False
40,male,6,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,14920,True,True,True
19,female,3,Instagram,Travel,United Kingdom,Urban,Marketer Manager,12926,True,False,False
44,female,7,Facebook,Travel,United States,Urban,Marketer Manager,19544,True,False,True
59,non-binary,4,YouTube,Travel,Australia,Urban,Marketer Manager,17282,True,True,False
19,male,9,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,14376,False,False,False
43,female,5,YouTube,Lifestlye,United Kingdom,Rural,Student,19490,False,True,False
34,female,3,Instagram,Lifestlye,United States,Rural,Software Engineer,14868,False,True,False
57,male,2,Instagram,Lifestlye,Australia,Rural,Student,16986,False,True,True
50,non-binary,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16862,True,True,True
26,male,3,Instagram,Travel,Australia,Rural,Student,14423,True,False,True
60,non-binary,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,16870,True,True,False
56,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,18159,True,True,False
46,non-binary,2,YouTube,Travel,United States,Urban,Student,12073,True,True,False
59,female,9,YouTube,Sports,Australia,Rural,Marketer Manager,16170,False,True,False
43,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,10701,True,True,False
52,male,9,Facebook,Lifestlye,United States,Rural,Marketer Manager,18113,False,True,False
42,male,6,YouTube,Travel,Australia,Rural,Software Engineer,16825,True,True,True
41,non-binary,1,Facebook,Lifestlye,United States,Urban,Software Engineer,17867,False,False,True
30,female,4,Instagram,Travel,United States,Urban,Marketer Manager,14264,True,False,True
24,male,1,YouTube,Travel,United States,Urban,Marketer Manager,17968,False,False,True
53,male,6,Facebook,Sports,Australia,Rural,Student,18146,True,False,True
62,female,4,Instagram,Sports,United Kingdom,Rural,Software Engineer,17776,True,True,True
37,male,3,Facebook,Sports,United Kingdom,Rural,Student,18558,True,False,True
18,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,18719,True,False,True
25,female,9,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,14886,False,False,False
63,female,6,Instagram,Sports,Australia,Rural,Student,13935,True,True,False
33,female,9,Instagram,Lifestlye,United States,Rural,Marketer Manager,14619,False,False,False
31,female,5,Instagram,Sports,United Kingdom,Rural,Software Engineer,15191,True,False,False
29,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Student,16875,False,True,False
40,male,8,Facebook,Travel,Australia,Rural,Software Engineer,17856,True,False,False
32,non-binary,5,Facebook,Sports,United States,Sub_Urban,Software Engineer,15401,True,True,False
45,male,2,Instagram,Sports,United Kingdom,Rural,Software Engineer,13022,False,False,True
51,non-binary,4,YouTube,Travel,Australia,Sub_Urban,Student,15738,True,True,True
19,female,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,15984,True,False,False
49,male,4,Facebook,Sports,United States,Urban,Software Engineer,11770,False,False,True
40,male,4,Facebook,Travel,United Kingdom,Urban,Software Engineer,19969,True,False,True
39,non-binary,2,YouTube,Sports,United Kingdom,Urban,Software Engineer,18989,False,True,True
42,non-binary,6,YouTube,Travel,United States,Urban,Marketer Manager,13215,True,False,True
39,male,2,Facebook,Lifestlye,United States,Rural,Marketer Manager,16694,False,True,True
39,non-binary,7,Facebook,Lifestlye,United Kingdom,Urban,Student,12976,False,True,False
59,non-binary,3,YouTube,Travel,United States,Sub_Urban,Marketer Manager,13737,False,True,True
23,non-binary,3,Instagram,Travel,United Kingdom,Urban,Student,19903,False,True,False
32,female,5,Facebook,Travel,United States,Urban,Student,10752,True,False,False
60,female,3,YouTube,Lifestlye,United Kingdom,Urban,Student,11392,True,False,False
54,non-binary,2,YouTube,Sports,Australia,Rural,Student,16789,False,False,True
50,non-binary,9,YouTube,Lifestlye,United Kingdom,Urban,Student,10677,True,True,False
25,female,2,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,10105,True,False,False
61,female,2,Instagram,Travel,Australia,Urban,Marketer Manager,14753,True,True,False
61,male,8,YouTube,Lifestlye,United States,Urban,Software Engineer,11946,False,True,False
22,male,9,Facebook,Travel,Australia,Urban,Student,15544,True,True,True
56,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11095,True,False,False
21,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,16985,False,False,False
23,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,11782,True,True,False
62,non-binary,3,Facebook,Sports,United States,Sub_Urban,Student,14541,False,False,False
49,non-binary,5,YouTube,Travel,United States,Urban,Software Engineer,13257,False,False,True
47,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,16213,False,True,False
64,female,3,YouTube,Sports,United States,Rural,Software Engineer,14869,True,True,False
52,non-binary,7,YouTube,Lifestlye,Australia,Urban,Software Engineer,11561,True,False,False
57,male,1,YouTube,Travel,United Kingdom,Urban,Software Engineer,14006,False,True,False
33,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Student,19867,False,True,False
30,female,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,19314,False,False,False
59,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,13981,False,False,True
47,female,8,YouTube,Lifestlye,United States,Rural,Student,19493,False,True,False
36,female,1,YouTube,Travel,Australia,Sub_Urban,Student,15682,False,False,True
34,male,5,Instagram,Travel,United States,Sub_Urban,Marketer Manager,15782,True,True,True
36,male,7,Instagram,Travel,United Kingdom,Rural,Software Engineer,10943,False,True,False
45,male,4,Instagram,Sports,United Kingdom,Rural,Student,14550,False,False,True
43,male,4,Instagram,Sports,Australia,Urban,Student,19137,False,True,False
54,male,4,Instagram,Travel,United States,Rural,Software Engineer,10600,True,True,True
43,male,6,Instagram,Travel,United Kingdom,Urban,Marketer Manager,16376,True,True,False
40,male,7,YouTube,Sports,United Kingdom,Rural,Software Engineer,19609,True,False,True
26,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,11524,True,False,True
29,female,5,Facebook,Sports,Australia,Urban,Software Engineer,13766,False,False,False
18,male,4,YouTube,Sports,United Kingdom,Urban,Software Engineer,10250,True,True,True
18,non-binary,3,YouTube,Travel,United Kingdom,Urban,Software Engineer,19736,False,True,True
64,non-binary,7,Instagram,Sports,United States,Rural,Software Engineer,10078,False,False,True
51,non-binary,6,Instagram,Travel,United States,Sub_Urban,Marketer Manager,13123,False,False,True
49,female,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19089,False,False,True
42,male,5,Facebook,Lifestlye,United Kingdom,Urban,Student,17064,False,True,False
57,non-binary,6,Instagram,Sports,United States,Urban,Software Engineer,18417,False,False,True
62,female,5,YouTube,Lifestlye,Australia,Urban,Marketer Manager,11209,True,True,True
18,female,7,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15153,True,False,False
33,female,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,14898,True,True,False
56,non-binary,5,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12178,True,True,False
22,male,6,Instagram,Sports,Australia,Urban,Student,17610,True,False,True
39,non-binary,6,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,18895,False,True,True
46,non-binary,5,YouTube,Travel,Australia,Urban,Software Engineer,12544,True,False,True
20,male,7,YouTube,Lifestlye,Australia,Rural,Marketer Manager,15522,True,True,True
29,male,8,Facebook,Sports,United States,Rural,Marketer Manager,12370,True,True,False
43,male,7,Facebook,Sports,Australia,Rural,Student,13281,False,False,False
33,female,5,Facebook,Sports,Australia,Urban,Marketer Manager,14710,False,True,True
54,male,1,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10328,False,False,True
39,non-binary,5,Instagram,Travel,United Kingdom,Rural,Software Engineer,15579,True,False,True
46,male,2,Facebook,Sports,United States,Urban,Software Engineer,14228,True,False,True
31,non-binary,5,Instagram,Sports,United States,Urban,Student,16794,True,True,False
45,female,5,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,10120,True,True,False
22,non-binary,2,Facebook,Travel,Australia,Rural,Software Engineer,16749,True,True,True
64,non-binary,5,Instagram,Lifestlye,Australia,Urban,Student,10964,False,False,False
47,male,4,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,14224,True,False,True
63,male,1,YouTube,Travel,United States,Rural,Student,13675,False,True,True
22,non-binary,3,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15694,True,True,False
29,male,1,YouTube,Sports,United States,Sub_Urban,Student,12076,False,False,True
33,female,5,Facebook,Travel,United Kingdom,Urban,Marketer Manager,16865,False,True,False
43,female,4,Facebook,Travel,United Kingdom,Urban,Student,15643,False,False,True
43,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,18524,False,True,False
38,female,5,YouTube,Sports,United States,Sub_Urban,Software Engineer,15249,True,False,True
56,male,4,Facebook,Sports,Australia,Urban,Student,11316,True,True,False
53,non-binary,2,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,11196,True,True,True
50,non-binary,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,13170,False,False,True
47,female,2,Instagram,Sports,Australia,Urban,Marketer Manager,19621,True,False,False
54,male,8,Instagram,Travel,United Kingdom,Rural,Marketer Manager,10355,True,False,True
40,male,3,Instagram,Lifestlye,United States,Rural,Student,19718,True,True,False
27,female,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,10028,True,False,False
22,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11013,False,False,True
53,female,6,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,19019,False,True,True
51,non-binary,5,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,12024,True,False,True
48,male,1,Instagram,Sports,Australia,Urban,Software Engineer,18490,True,False,True
27,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,15839,True,False,False
36,female,1,YouTube,Sports,Australia,Urban,Software Engineer,15791,False,True,True
49,male,8,Instagram,Travel,Australia,Urban,Software Engineer,10754,False,True,True
18,female,9,YouTube,Lifestlye,Australia,Rural,Software Engineer,18961,False,True,True
22,female,9,Facebook,Sports,United States,Rural,Marketer Manager,13735,True,False,False
62,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,11238,False,True,True
21,female,2,YouTube,Lifestlye,United States,Urban,Student,11906,False,False,False
33,non-binary,1,Instagram,Travel,United Kingdom,Urban,Marketer Manager,17399,False,False,True
41,male,2,Facebook,Sports,Australia,Urban,Student,17961,False,False,False
33,non-binary,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19756,False,True,True
19,male,5,Facebook,Travel,Australia,Urban,Student,19410,True,True,True
45,non-binary,7,Facebook,Sports,United Kingdom,Rural,Marketer Manager,14601,True,False,False
49,female,2,YouTube,Sports,United States,Rural,Software Engineer,19549,True,False,True
44,non-binary,8,Facebook,Lifestlye,United States,Urban,Marketer Manager,11460,True,True,True
37,non-binary,6,YouTube,Sports,Australia,Urban,Software Engineer,17669,False,True,True
41,male,8,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,11416,True,True,False
29,female,1,YouTube,Sports,United Kingdom,Urban,Student,17766,True,False,True
52,non-binary,1,Facebook,Travel,United Kingdom,Rural,Software Engineer,11428,True,True,False
50,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,14378,False,True,False
50,non-binary,8,Instagram,Lifestlye,United Kingdom,Rural,Student,17529,True,True,False
60,non-binary,3,Facebook,Sports,United States,Sub_Urban,Marketer Manager,14474,False,False,True
54,female,5,Instagram,Sports,United States,Urban,Software Engineer,13071,False,True,False
29,non-binary,1,Instagram,Lifestlye,United States,Urban,Marketer Manager,10555,False,False,False
20,female,7,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18547,True,False,True
18,non-binary,5,YouTube,Travel,United Kingdom,Urban,Software Engineer,11563,False,False,False
50,male,8,Facebook,Sports,Australia,Sub_Urban,Student,11040,True,True,False
57,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12686,True,True,True
27,non-binary,9,Instagram,Travel,United States,Rural,Software Engineer,12553,True,True,True
60,non-binary,7,YouTube,Travel,Australia,Urban,Student,11779,False,False,False
61,male,1,Facebook,Travel,United States,Rural,Student,10075,False,True,True
46,female,3,Facebook,Travel,United Kingdom,Rural,Student,14326,True,False,True
30,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,15835,False,True,True
29,male,3,Facebook,Travel,United Kingdom,Urban,Marketer Manager,15057,False,True,False
48,non-binary,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,12349,False,True,False
63,female,1,Facebook,Travel,United Kingdom,Urban,Student,12773,True,True,True
19,non-binary,5,Instagram,Lifestlye,United States,Rural,Marketer Manager,12262,False,False,False
52,non-binary,4,YouTube,Travel,Australia,Rural,Software Engineer,13229,False,False,True
40,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,10392,True,False,True
34,non-binary,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,11108,False,False,True
43,male,4,YouTube,Travel,United Kingdom,Sub_Urban,Student,14362,True,True,True
25,male,4,YouTube,Travel,Australia,Urban,Marketer Manager,15188,False,False,True
46,female,3,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,18802,False,False,False
43,male,7,Facebook,Lifestlye,United States,Urban,Student,15057,False,False,False
27,male,3,Facebook,Travel,United States,Sub_Urban,Software Engineer,13998,False,True,False
43,female,3,YouTube,Sports,United Kingdom,Urban,Student,18864,False,False,False
51,male,5,YouTube,Travel,United Kingdom,Rural,Student,16566,False,False,True
58,male,5,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,13677,True,True,True
24,female,6,Instagram,Travel,Australia,Sub_Urban,Software Engineer,15796,False,True,False
21,female,8,YouTube,Lifestlye,Australia,Rural,Student,16363,False,False,False
62,female,6,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18123,False,False,True
28,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,18222,True,True,True
46,non-binary,8,Instagram,Travel,Australia,Urban,Student,17690,True,False,True
53,female,8,Instagram,Lifestlye,United States,Rural,Student,11400,True,True,False
42,female,9,Instagram,Lifestlye,Australia,Urban,Student,14071,False,False,True
38,female,9,Facebook,Travel,United States,Sub_Urban,Student,18808,False,False,True
53,non-binary,2,Instagram,Lifestlye,United States,Sub_Urban,Student,12786,True,False,False
27,non-binary,2,Instagram,Travel,Australia,Rural,Marketer Manager,17169,True,False,False
54,male,3,Instagram,Lifestlye,United States,Urban,Student,10870,True,False,False
26,male,1,YouTube,Sports,United Kingdom,Rural,Software Engineer,14196,False,True,True
41,female,4,Instagram,Sports,United Kingdom,Rural,Marketer Manager,19604,True,True,True
52,non-binary,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,12739,False,False,False
52,non-binary,9,Instagram,Sports,United Kingdom,Rural,Student,10940,False,False,True
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Software Engineer,10340,False,False,True
35,female,9,Facebook,Sports,United Kingdom,Rural,Student,17422,True,True,True
56,male,7,YouTube,Lifestlye,Australia,Urban,Student,14133,False,True,False
49,female,2,Instagram,Lifestlye,Australia,Urban,Marketer Manager,10659,True,True,False
41,male,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,19752,True,True,True
40,male,4,YouTube,Lifestlye,Australia,Urban,Student,13457,True,True,True
49,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,19848,True,True,True
54,male,2,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12975,False,True,True
29,male,6,Facebook,Sports,United States,Rural,Marketer Manager,19241,False,True,False
30,non-binary,5,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,10453,False,False,False
40,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,19896,False,True,True
42,female,1,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,18184,True,True,True
52,female,8,Facebook,Sports,United Kingdom,Rural,Student,15442,True,True,False
58,male,2,Facebook,Travel,United States,Sub_Urban,Software Engineer,10818,True,True,True
47,non-binary,7,Instagram,Sports,Australia,Rural,Student,14868,True,False,False
34,non-binary,9,YouTube,Travel,United States,Sub_Urban,Software Engineer,10012,False,True,True
37,male,9,Facebook,Sports,United States,Rural,Student,17727,True,False,False
42,male,8,Facebook,Lifestlye,Australia,Sub_Urban,Student,10920,False,False,True
39,female,9,YouTube,Sports,United Kingdom,Urban,Marketer Manager,14920,True,False,True
30,male,2,Instagram,Sports,Australia,Rural,Student,12418,True,True,False
36,non-binary,6,YouTube,Sports,United States,Sub_Urban,Marketer Manager,19506,True,True,False
53,male,4,YouTube,Sports,Australia,Rural,Software Engineer,16475,True,True,True
29,female,4,Facebook,Sports,United States,Rural,Student,12017,False,False,True
58,female,5,YouTube,Lifestlye,Australia,Sub_Urban,Student,17957,False,False,False
36,female,3,YouTube,Travel,Australia,Rural,Software Engineer,19420,False,False,False
29,female,1,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,14792,False,False,True
26,female,8,Facebook,Lifestlye,United States,Urban,Student,16830,True,True,True
24,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,12434,True,True,False
45,male,3,Facebook,Sports,United States,Urban,Marketer Manager,12868,False,True,False
31,male,7,YouTube,Travel,Australia,Rural,Software Engineer,11438,False,False,False
48,male,7,YouTube,Sports,United States,Rural,Software Engineer,13543,True,False,False
36,female,1,Instagram,Lifestlye,United Kingdom,Rural,Student,11781,True,True,False
64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16343,False,True,True
33,male,2,YouTube,Travel,United Kingdom,Urban,Software Engineer,12263,False,False,True
22,non-binary,5,Instagram,Sports,United States,Rural,Marketer Manager,10211,False,True,False
52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18699,True,True,True
29,male,8,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16159,False,False,True
42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,17027,False,False,False
38,female,7,Instagram,Sports,Australia,Rural,Software Engineer,10331,False,False,True
53,male,7,Facebook,Travel,Australia,Urban,Student,16860,False,True,True
40,male,6,Facebook,Sports,United States,Urban,Software Engineer,18044,False,False,True
33,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,18169,True,True,False
56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban,Student,18742,False,True,False
62,female,6,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15720,True,False,True
59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,19133,False,True,True
56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,10727,False,False,True
31,female,5,Instagram,Lifestlye,Australia,Sub_Urban,Student,14975,False,False,True
48,non-binary,4,Facebook,Sports,Australia,Urban,Marketer Manager,13243,True,True,True
22,female,2,Instagram,Sports,Australia,Rural,Marketer Manager,10648,True,True,True
52,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,15095,True,False,False
40,female,7,Instagram,Travel,United States,Urban,Software Engineer,16614,False,False,True
46,male,8,YouTube,Sports,United Kingdom,Rural,Student,17135,False,False,True
60,non-binary,6,Instagram,Travel,United States,Rural,Software Engineer,11009,True,False,False
28,non-binary,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,11550,True,False,True
35,male,1,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18995,False,False,True
64,non-binary,8,YouTube,Sports,United States,Urban,Marketer Manager,17492,True,True,True
29,female,3,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,13401,False,True,True
26,male,6,YouTube,Travel,United Kingdom,Sub_Urban,Student,17447,True,True,False
27,non-binary,3,Facebook,Sports,United States,Rural,Student,15424,True,True,True
61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14241,True,False,False
34,female,7,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,13161,False,True,True
55,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14155,False,True,True
24,non-binary,5,Instagram,Sports,Australia,Urban,Student,17478,True,False,False
63,female,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18719,False,True,True
30,male,8,Instagram,Travel,United States,Urban,Software Engineer,19215,False,False,False
57,female,1,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16617,False,False,False
59,male,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,15660,False,False,False
26,male,3,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,18624,True,False,True
44,female,1,Instagram,Travel,United States,Rural,Software Engineer,11176,False,False,True
19,non-binary,4,Facebook,Sports,Australia,Rural,Software Engineer,17956,False,True,True
22,female,8,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,18592,True,True,True
46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12233,False,True,False
54,male,2,Instagram,Lifestlye,United States,Rural,Software Engineer,14700,False,False,True
55,female,9,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15906,False,True,True
36,non-binary,5,YouTube,Sports,Australia,Sub_Urban,Student,17860,True,True,False
25,non-binary,7,Instagram,Travel,Australia,Urban,Software Engineer,17526,True,True,False
62,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,15559,False,True,True
18,male,9,Facebook,Sports,United States,Rural,Student,16732,False,False,False
39,non-binary,9,YouTube,Travel,Australia,Sub_Urban,Student,12513,True,True,False
34,female,4,YouTube,Lifestlye,United Kingdom,Urban,Student,17830,True,False,False
24,male,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,19965,True,False,False
42,male,6,Instagram,Travel,United Kingdom,Rural,Software Engineer,16944,False,True,False
62,non-binary,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17910,False,False,True
21,female,1,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15649,True,False,True
53,non-binary,9,Instagram,Sports,Australia,Rural,Software Engineer,11096,False,False,True
23,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,19120,False,False,True
48,female,5,YouTube,Sports,Australia,Rural,Software Engineer,11951,False,False,True
36,female,9,Instagram,Sports,Australia,Rural,Student,19746,False,False,True
61,male,4,YouTube,Sports,Australia,Urban,Software Engineer,19186,False,False,True
56,non-binary,3,Instagram,Travel,Australia,Urban,Marketer Manager,17799,False,True,False
44,non-binary,7,Facebook,Travel,Australia,Urban,Marketer Manager,18804,False,True,True
27,female,6,Instagram,Sports,United Kingdom,Urban,Student,10595,True,False,True
43,male,8,Instagram,Sports,Australia,Rural,Marketer Manager,17875,True,False,True
36,male,3,YouTube,Travel,United States,Sub_Urban,Software Engineer,19033,True,True,False
56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,14439,True,True,True
20,male,4,Instagram,Sports,Australia,Rural,Student,15972,True,True,True
62,male,4,Facebook,Lifestlye,United States,Rural,Marketer Manager,10858,True,True,False
30,female,4,Instagram,Travel,Australia,Sub_Urban,Student,15519,True,False,True
45,male,8,Instagram,Sports,United States,Urban,Software Engineer,17385,True,False,True
37,female,6,Facebook,Lifestlye,United States,Rural,Student,18636,True,True,False
45,non-binary,3,YouTube,Lifestlye,United States,Rural,Marketer Manager,19980,False,True,True
25,male,5,Instagram,Lifestlye,United States,Urban,Student,14317,False,True,False
58,non-binary,6,YouTube,Travel,United Kingdom,Rural,Marketer Manager,13454,True,True,True
56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,11030,False,False,True
18,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,19487,False,True,True
20,male,8,Facebook,Lifestlye,Australia,Rural,Software Engineer,17906,True,True,False
30,non-binary,7,YouTube,Travel,United States,Urban,Software Engineer,11447,True,True,False
45,male,5,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12850,True,False,False
42,female,6,YouTube,Lifestlye,Australia,Rural,Student,18106,False,False,True
50,female,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,17151,False,False,True
55,male,9,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,19503,True,True,False
23,non-binary,4,Facebook,Lifestlye,Australia,Urban,Software Engineer,16952,False,True,False
61,male,1,Instagram,Lifestlye,United States,Sub_Urban,Student,14055,False,True,True
62,male,7,Instagram,Travel,United States,Rural,Software Engineer,15402,False,False,True
49,non-binary,7,YouTube,Lifestlye,United States,Urban,Software Engineer,19281,True,False,True
62,non-binary,4,Facebook,Travel,United States,Urban,Software Engineer,11672,False,True,True
64,female,3,Instagram,Travel,Australia,Rural,Student,14532,False,True,False
